Name,Glasses
00690.png,1
00691.png,0
00692.png,1
00693.png,1
00694.png,0
00695.png,0
00696.png,0
00697.png,1
00698.png,0
00699.png,0
00700.png,1
00701.png,0
00702.png,0
00703.png,0
00704.png,0
00705.png,0
00706.png,0
00707.png,1
00708.png,0
00709.png,0
00710.png,0
00711.png,0
00712.png,0
00713.png,0
00714.png,0
00715.png,0
00716.png,1
00717.png,0
00718.png,0
00719.png,0
00720.png,0
00721.png,1
00722.png,0
00723.png,1
00724.png,0
00725.png,0
00726.png,1
00727.png,0
00728.png,1
00729.png,0
00730.png,0
00731.png,0
00732.png,1
00733.png,0
00734.png,0
00735.png,0
00736.png,0
00737.png,0
00738.png,0
00739.png,0
00740.png,1
00741.png,1
00742.png,0
00743.png,0
00744.png,0
00745.png,0
00746.png,0
00747.png,1
00748.png,0
00749.png,1
00750.png,0
00751.png,0
00752.png,0
00753.png,1
00754.png,0
00755.png,0
00756.png,1
00757.png,1
00758.png,0
00759.png,1
00760.png,1
00761.png,0
00762.png,1
00763.png,1
00764.png,0
00765.png,1
00766.png,1
00767.png,1
00768.png,0
00769.png,1
00770.png,0
00771.png,0
00772.png,1
00773.png,0
00774.png,1
00775.png,0
00776.png,1
00777.png,0
00778.png,1
00779.png,0
00780.png,0
00781.png,0
00782.png,0
00783.png,1
00784.png,0
00785.png,0
00786.png,0
00787.png,1
00788.png,1
00789.png,1
00790.png,0
00791.png,0
00792.png,0
00793.png,0
00794.png,0
00795.png,0
00796.png,0
00797.png,0
00798.png,0
00799.png,0
00800.png,0
00801.png,0
00802.png,1
00803.png,0
00804.png,1
00805.png,0
00806.png,0
00807.png,0
00808.png,0
00809.png,0
00810.png,0
00811.png,1
00812.png,0
00813.png,0
00814.png,0
00815.png,0
00816.png,0
00817.png,0
00818.png,0
00819.png,1
00820.png,0
00821.png,0
00822.png,0
00823.png,0
00824.png,0
00825.png,0
00826.png,0
00827.png,0
00828.png,0
00829.png,0
00830.png,1
00831.png,1
00832.png,1
00833.png,0
00834.png,1
00835.png,0
00836.png,0
00837.png,1
00838.png,0
00839.png,1
00840.png,1
00841.png,0
00842.png,0
00843.png,0
00844.png,0
00845.png,1
00846.png,1
00847.png,1
00848.png,0
00849.png,0
00850.png,0
00851.png,0
00852.png,0
00853.png,0
00854.png,1
00855.png,1
00856.png,1
00857.png,0
00858.png,0
00859.png,1
00860.png,1
00861.png,0
00862.png,1
00863.png,0
00864.png,0
00865.png,0
00866.png,0
00867.png,0
00868.png,0
00869.png,0
00870.png,1
00871.png,1
00872.png,0
00873.png,1
00874.png,1
00875.png,0
00876.png,0
00877.png,0
00878.png,1
00879.png,0
00880.png,0
00881.png,0
00882.png,0
00883.png,0
00884.png,0
00885.png,1
00886.png,0
00887.png,0
00888.png,0
00889.png,0
00890.png,0
00891.png,0
00892.png,1
00893.png,1
00894.png,1
00895.png,0
00896.png,0
00897.png,1
00898.png,0
00899.png,0
00900.png,1
00901.png,0
00902.png,0
00903.png,0
00904.png,0
00905.png,0
00906.png,1
00907.png,0
00908.png,0
00909.png,0
00910.png,0
00911.png,0
00912.png,1
00913.png,0
00914.png,0
00915.png,0
00916.png,0
00917.png,1
00918.png,1
00919.png,1
00920.png,0
00921.png,0
00922.png,1
00923.png,1
00924.png,0
00925.png,1
00926.png,0
00927.png,0
00928.png,0
00929.png,0
00930.png,1
00931.png,0
00932.png,0
00933.png,0
00934.png,1
00935.png,0
00936.png,0
00937.png,1
00938.png,1
00939.png,1
00940.png,0
00941.png,1
00942.png,0
00943.png,0
00944.png,0
00945.png,0
00946.png,1
00947.png,0
00948.png,0
00949.png,1
00950.png,0
00951.png,1
00952.png,0
00953.png,0
00954.png,1
00955.png,0
00956.png,0
00957.png,1
00958.png,1
00959.png,0
00960.png,1
00961.png,0
00962.png,1
00963.png,1
00964.png,0
00965.png,1
00966.png,0
00967.png,0
00968.png,0
00969.png,0
00970.png,1
00971.png,0
00972.png,0
00973.png,0
00974.png,0
00975.png,0
00976.png,0
00977.png,0
00978.png,0
00979.png,1
00980.png,0
00981.png,0
00982.png,1
00983.png,0
00984.png,0
00985.png,0
00986.png,1
00987.png,0
00988.png,0
00989.png,0
00990.png,0
00991.png,1
00992.png,1
00993.png,0
00994.png,1
00995.png,0
00996.png,0
00997.png,1
00998.png,0
00999.png,0
01000.png,0
01001.png,0
01002.png,1
01003.png,0
01004.png,0
01005.png,0
01006.png,0
01007.png,0
01008.png,0
01009.png,1
01010.png,1
01011.png,0
01012.png,1
01013.png,0
01014.png,1
01015.png,0
01016.png,1
01017.png,1
01018.png,1
01019.png,0
01020.png,0
01021.png,1
01022.png,0
01023.png,0
01024.png,1
01025.png,0
01026.png,0
01027.png,0
01028.png,0
01029.png,0
01030.png,0
01031.png,0
01032.png,0
01033.png,1
01034.png,0
01035.png,1
01036.png,0
01037.png,0
01038.png,1
01039.png,0
01040.png,1
01041.png,0
01042.png,1
01043.png,0
01044.png,0
01045.png,0
01046.png,1
01047.png,0
01048.png,0
01049.png,0
01050.png,0
01051.png,0
01052.png,1
01053.png,1
01054.png,1
01055.png,0
01056.png,0
01057.png,0
01058.png,0
01059.png,0
01060.png,1
01061.png,1
01062.png,1
01063.png,0
01064.png,0
01065.png,0
01066.png,0
01067.png,0
01068.png,1
01069.png,1
01070.png,0
01071.png,0
01072.png,0
01073.png,0
01074.png,0
01075.png,1
01076.png,0
01077.png,1
01078.png,0
01079.png,1
01080.png,0
01081.png,0
01082.png,1
01083.png,0
01084.png,0
01085.png,0
01086.png,0
01087.png,0
01088.png,0
01089.png,0
01090.png,0
01091.png,1
01092.png,0
01093.png,0
01094.png,0
01095.png,0
01096.png,0
01097.png,0
01098.png,0
01099.png,1
01100.png,1
01101.png,1
01102.png,0
01103.png,0
01104.png,0
01105.png,1
01106.png,1
01107.png,1
01108.png,1
01109.png,0
01110.png,0
01111.png,0
01112.png,0
01113.png,0
01114.png,0
01115.png,1
01116.png,0
01117.png,0
01118.png,1
01119.png,1
01120.png,1
01121.png,0
01122.png,0
01123.png,0
01124.png,1
01125.png,0
01126.png,0
01127.png,0
01128.png,1
01129.png,1
01130.png,1
01131.png,1
01132.png,1
01133.png,0
01134.png,0
01135.png,1
01136.png,0
01137.png,0
01138.png,0
01139.png,0
01140.png,0
01141.png,0
01142.png,0
01143.png,1
01144.png,0
01145.png,0
01146.png,0
01147.png,1
01148.png,0
01149.png,0
01150.png,0
01151.png,1
01152.png,1
01153.png,0
01154.png,0
01155.png,0
01156.png,0
01157.png,0
01158.png,0
01159.png,0
01160.png,0
01161.png,0
01162.png,1
01163.png,1
01164.png,0
01165.png,0
01166.png,0
01167.png,0
01168.png,0
01169.png,0
01170.png,0
01171.png,0
01172.png,0
01173.png,0
01174.png,1
01175.png,0
01176.png,0
01177.png,0
01178.png,1
01179.png,0
01180.png,0
01181.png,0
01182.png,0
01183.png,0
01184.png,0
01185.png,0
01186.png,1
01187.png,0
01188.png,1
01189.png,1
01190.png,0
01191.png,0
01192.png,0
01193.png,0
01194.png,1
01195.png,1
01196.png,1
01197.png,0
01198.png,1
01199.png,0
01200.png,0
01201.png,0
01202.png,1
01203.png,0
01204.png,0
01205.png,0
01206.png,0
01207.png,0
01208.png,0
01209.png,0
01210.png,1
01211.png,0
01212.png,1
01213.png,0
01214.png,0
01215.png,0
01216.png,0
01217.png,0
01218.png,0
01219.png,0
01220.png,0
01221.png,0
01222.png,1
01223.png,0
01224.png,0
01225.png,0
01226.png,1
01227.png,0
01228.png,0
01229.png,0
01230.png,0
01231.png,1
01232.png,0
01233.png,0
01234.png,1
01235.png,0
01236.png,1
01237.png,0
01238.png,0
01239.png,0
01240.png,0
01241.png,1
01242.png,1
01243.png,0
01244.png,0
01245.png,1
01246.png,1
01247.png,1
01248.png,1
01249.png,0
01250.png,0
01251.png,1
01252.png,1
01253.png,0
01254.png,0
01255.png,0
01256.png,1
01257.png,0
01258.png,0
01259.png,0
01260.png,0
01261.png,1
01262.png,0
01263.png,1
01264.png,0
01265.png,1
01266.png,0
01267.png,0
01268.png,1
01269.png,1
01270.png,0
01271.png,0
01272.png,0
01273.png,0
01274.png,0
01275.png,0
01276.png,1
01277.png,1
01278.png,0
01279.png,1
01280.png,0
01281.png,0
01282.png,1
01283.png,1
01284.png,0
01285.png,0
01286.png,0
01287.png,1
01288.png,0
01289.png,0
01290.png,0
01291.png,0
01292.png,0
01293.png,0
01294.png,0
01295.png,0
01296.png,0
01297.png,0
01298.png,0
01299.png,0
01300.png,1
01301.png,1
01302.png,0
01303.png,0
01304.png,0
01305.png,1
01306.png,0
01307.png,0
01308.png,1
01309.png,0
01310.png,0
01311.png,0
01312.png,1
01313.png,0
01314.png,0
01315.png,0
01316.png,0
01317.png,0
01318.png,0
01319.png,1
01320.png,0
01321.png,0
01322.png,1
01323.png,0
01324.png,0
01325.png,0
01326.png,1
01327.png,0
01328.png,0
01329.png,0
01330.png,0
01331.png,0
01332.png,1
01333.png,1
01334.png,1
01335.png,1
01336.png,0
01337.png,0
01338.png,0
01339.png,0
01340.png,0
01341.png,1
01342.png,1
01343.png,1
01344.png,0
01345.png,1
01346.png,0
01347.png,1
01348.png,1
01349.png,0
01350.png,0
01351.png,0
01352.png,0
01353.png,0
01354.png,1
01355.png,0
01356.png,0
01357.png,0
01358.png,0
01359.png,1
01360.png,0
01361.png,0
01362.png,0
01363.png,1
01364.png,0
01365.png,0
01366.png,0
01367.png,0
01368.png,0
01369.png,0
01370.png,0
01371.png,0
01372.png,0
01373.png,1
01374.png,1
01375.png,1
01376.png,0
01377.png,0
01378.png,0
01379.png,0
01380.png,0
01381.png,0
01382.png,1
01383.png,0
01384.png,0
01385.png,1
01386.png,0
01387.png,0
01388.png,0
01389.png,0
01390.png,0
01391.png,1
01392.png,1
01393.png,0
01394.png,1
01395.png,0
01396.png,1
01397.png,0
01398.png,0
01399.png,1
01400.png,1
01401.png,1
01402.png,0
01403.png,0
01404.png,0
01405.png,0
01406.png,0
01407.png,0
01408.png,1
01409.png,0
01410.png,1
01411.png,1
01412.png,0
01413.png,1
01414.png,0
01415.png,1
01416.png,0
01417.png,0
01418.png,1
01419.png,0
01420.png,0
01421.png,0
01422.png,1
01423.png,1
01424.png,0
01425.png,1
01426.png,1
01427.png,0
01428.png,0
01429.png,0
01430.png,0
01431.png,0
01432.png,1
01433.png,0
01434.png,0
01435.png,1
01436.png,1
01437.png,1
01438.png,1
01439.png,No face detected
01440.png,0
01441.png,0
01442.png,1
01443.png,0
01444.png,0
01445.png,1
01446.png,0
01447.png,1
01448.png,1
01449.png,0
01450.png,0
01451.png,0
01452.png,0
01453.png,0
01454.png,0
01455.png,0
01456.png,0
01457.png,1
01458.png,1
01459.png,0
01460.png,0
01461.png,0
01462.png,1
01463.png,0
01464.png,0
01465.png,0
01466.png,1
01467.png,0
01468.png,0
01469.png,0
01470.png,1
01471.png,0
01472.png,0
01473.png,0
01474.png,1
01475.png,0
01476.png,0
01477.png,0
01478.png,0
01479.png,1
01480.png,1
01481.png,0
01482.png,1
01483.png,1
01484.png,0
01485.png,1
01486.png,1
01487.png,0
01488.png,0
01489.png,0
01490.png,1
01491.png,1
01492.png,0
01493.png,0
01494.png,1
01495.png,0
01496.png,0
01497.png,0
01498.png,1
01499.png,0
01500.png,0
01501.png,0
01502.png,1
01503.png,0
01504.png,0
01505.png,1
01506.png,0
01507.png,0
01508.png,1
01509.png,0
01510.png,1
01511.png,0
01512.png,0
01513.png,1
01514.png,1
01515.png,1
01516.png,1
01517.png,1
01518.png,1
01519.png,0
01520.png,1
01521.png,1
01522.png,0
01523.png,1
01524.png,1
01525.png,0
01526.png,0
01527.png,0
01528.png,1
01529.png,0
01530.png,0
01531.png,0
01532.png,0
01533.png,1
01534.png,0
01535.png,0
01536.png,1
01537.png,0
01538.png,1
01539.png,0
01540.png,1
01541.png,0
01542.png,0
01543.png,1
01544.png,0
01545.png,1
01546.png,0
01547.png,0
01548.png,0
01549.png,1
01550.png,0
01551.png,0
01552.png,1
01553.png,1
01554.png,1
01555.png,0
01556.png,1
01557.png,0
01558.png,1
01559.png,0
01560.png,0
01561.png,1
01562.png,0
01563.png,1
01564.png,1
01565.png,1
01566.png,0
01567.png,1
01568.png,0
01569.png,0
01570.png,1
01571.png,0
01572.png,0
01573.png,1
01574.png,0
01575.png,0
01576.png,1
01577.png,0
01578.png,0
01579.png,1
01580.png,1
01581.png,1
01582.png,0
01583.png,1
01584.png,0
01585.png,0
01586.png,0
01587.png,0
01588.png,0
01589.png,0
01590.png,0
01591.png,0
01592.png,1
01593.png,0
01594.png,1
01595.png,0
01596.png,0
01597.png,0
01598.png,0
01599.png,1
01600.png,1
01601.png,0
01602.png,1
01603.png,0
01604.png,0
01605.png,1
01606.png,0
01607.png,0
01608.png,1
01609.png,1
01610.png,0
01611.png,0
01612.png,0
01613.png,0
01614.png,0
01615.png,1
01616.png,0
01617.png,1
01618.png,1
01619.png,0
01620.png,1
01621.png,0
01622.png,0
01623.png,0
01624.png,0
01625.png,0
01626.png,0
01627.png,0
01628.png,0
01629.png,1
01630.png,0
01631.png,1
01632.png,0
01633.png,0
01634.png,1
01635.png,0
01636.png,0
01637.png,1
01638.png,0
01639.png,0
01640.png,0
01641.png,0
01642.png,0
01643.png,1
01644.png,0
01645.png,1
01646.png,0
01647.png,0
01648.png,0
01649.png,0
01650.png,1
01651.png,0
01652.png,0
01653.png,0
01654.png,0
01655.png,0
01656.png,1
01657.png,0
01658.png,0
01659.png,0
01660.png,1
01661.png,0
01662.png,0
01663.png,1
01664.png,0
01665.png,0
01666.png,1
01667.png,0
01668.png,1
01669.png,0
01670.png,1
01671.png,0
01672.png,1
01673.png,1
01674.png,1
01675.png,0
01676.png,1
01677.png,0
01678.png,0
01679.png,0
01680.png,1
01681.png,0
01682.png,0
01683.png,1
01684.png,0
01685.png,0
01686.png,0
01687.png,1
01688.png,0
01689.png,1
01690.png,0
01691.png,1
01692.png,0
01693.png,0
01694.png,0
01695.png,1
01696.png,1
01697.png,0
01698.png,0
01699.png,0
01700.png,1
01701.png,1
01702.png,1
01703.png,0
01704.png,0
01705.png,0
01706.png,0
01707.png,0
01708.png,0
01709.png,1
01710.png,0
01711.png,0
01712.png,1
01713.png,0
01714.png,1
01715.png,1
01716.png,0
01717.png,0
01718.png,1
01719.png,0
01720.png,0
01721.png,1
01722.png,0
01723.png,0
01724.png,1
01725.png,0
01726.png,0
01727.png,1
01728.png,1
01729.png,1
01730.png,0
01731.png,0
01732.png,1
01733.png,0
01734.png,0
01735.png,1
01736.png,0
01737.png,0
01738.png,1
01739.png,0
01740.png,1
01741.png,0
01742.png,1
01743.png,1
01744.png,0
01745.png,0
01746.png,0
01747.png,0
01748.png,0
01749.png,0
01750.png,1
01751.png,0
01752.png,0
01753.png,1
01754.png,0
01755.png,1
01756.png,1
01757.png,1
01758.png,1
01759.png,1
01760.png,0
01761.png,0
01762.png,0
01763.png,0
01764.png,0
01765.png,0
01766.png,0
01767.png,0
01768.png,0
01769.png,0
01770.png,0
01771.png,1
01772.png,0
01773.png,1
01774.png,0
01775.png,0
01776.png,0
01777.png,0
01778.png,1
01779.png,1
01780.png,0
01781.png,1
01782.png,0
01783.png,1
01784.png,0
01785.png,1
01786.png,1
01787.png,0
01788.png,0
01789.png,0
01790.png,0
01791.png,0
01792.png,0
01793.png,0
01794.png,0
01795.png,0
01796.png,0
01797.png,1
01798.png,0
01799.png,1
01800.png,1
01801.png,0
01802.png,0
01803.png,1
01804.png,0
01805.png,1
01806.png,0
01807.png,0
01808.png,0
01809.png,0
01810.png,0
01811.png,1
01812.png,0
01813.png,0
01814.png,1
01815.png,0
01816.png,1
01817.png,1
01818.png,0
01819.png,0
01820.png,0
01821.png,0
01822.png,1
01823.png,0
01824.png,0
01825.png,0
01826.png,0
01827.png,0
01828.png,1
01829.png,0
01830.png,0
01831.png,0
01832.png,0
01833.png,0
01834.png,0
01835.png,1
01836.png,0
01837.png,1
01838.png,0
01839.png,1
01840.png,1
01841.png,0
01842.png,0
01843.png,0
01844.png,0
01845.png,0
01846.png,0
01847.png,1
01848.png,0
01849.png,0
01850.png,0
01851.png,1
01852.png,0
01853.png,1
01854.png,1
01855.png,0
01856.png,0
01857.png,1
01858.png,0
01859.png,0
01860.png,0
01861.png,0
01862.png,1
01863.png,1
01864.png,0
01865.png,0
01866.png,1
01867.png,0
01868.png,1
01869.png,0
01870.png,1
01871.png,0
01872.png,1
01873.png,1
01874.png,0
01875.png,1
01876.png,0
01877.png,0
01878.png,0
01879.png,0
01880.png,1
01881.png,0
01882.png,0
01883.png,0
01884.png,0
01885.png,0
01886.png,0
01887.png,0
01888.png,0
01889.png,0
01890.png,1
01891.png,0
01892.png,0
01893.png,0
01894.png,0
01895.png,0
01896.png,0
01897.png,0
01898.png,1
01899.png,1
01900.png,1
01901.png,0
01902.png,0
01903.png,1
01904.png,0
01905.png,1
01906.png,0
01907.png,1
01908.png,1
01909.png,0
01910.png,0
01911.png,1
01912.png,0
01913.png,0
01914.png,0
01915.png,1
01916.png,0
01917.png,0
01918.png,1
01919.png,1
01920.png,0
01921.png,0
01922.png,1
01923.png,0
01924.png,0
01925.png,1
01926.png,0
01927.png,0
01928.png,1
01929.png,0
01930.png,1
01931.png,0
01932.png,1
01933.png,0
01934.png,0
01935.png,1
01936.png,1
01937.png,1
01938.png,0
01939.png,1
01940.png,0
01941.png,1
01942.png,1
01943.png,1
01944.png,0
01945.png,0
01946.png,0
01947.png,1
01948.png,0
01949.png,0
01950.png,1
01951.png,1
01952.png,1
01953.png,0
01954.png,1
01955.png,0
01956.png,0
01957.png,1
01958.png,0
01959.png,1
01960.png,0
01961.png,1
01962.png,1
01963.png,0
01964.png,0
01965.png,0
01966.png,0
01967.png,0
01968.png,0
01969.png,0
01970.png,0
01971.png,0
01972.png,0
01973.png,0
01974.png,1
01975.png,1
01976.png,0
01977.png,0
01978.png,0
01979.png,1
01980.png,1
01981.png,0
01982.png,0
01983.png,0
01984.png,0
01985.png,0
01986.png,0
01987.png,0
01988.png,0
01989.png,0
01990.png,0
01991.png,0
01992.png,1
01993.png,0
01994.png,1
01995.png,0
01996.png,0
